C26.017;Abdominal Injuries;D000007
C04.730;Lambert-Eaton Myasthenic Syndrome;D015624
C10.114;Lambert-Eaton Myasthenic Syndrome;D015624
C10.574;Lambert-Eaton Myasthenic Syndrome;D015624
C10.668;Lambert-Eaton Myasthenic Syndrome;D015624
C20.111;Lambert-Eaton Myasthenic Syndrome;D015624
C25.723;Mycotoxicosis;D015651
C02.782;HIV Infections;D015658
C02.800;HIV Infections;D015658
C20.673;HIV Infections;D015658
C05.116;Osteoporosis, Postmenopausal;D015663
C02.330;Fatigue Syndrome, Chronic;D015673
C05.651;Fatigue Syndrome, Chronic;D015673
C10.228;Fatigue Syndrome, Chronic;D015673
C10.668;Fatigue Syndrome, Chronic;D015673
C04.588;Mammary Neoplasms, Animal;D015674
C26.304;Near Drowning;D015701
C11.204;Corneal Edema;D015715
C26.392;Granuloma, Foreign-Body;D015745
C08.280;Granuloma, Respiratory Tract;D015769
C26.404;Fractures, Stress;D015775
C16.320;Keratoderma, Palmoplantar, Diffuse;D015776
C17.800;Keratoderma, Palmoplantar, Diffuse;D015776
C11.250;Aniridia;D015783
C11.270;Aniridia;D015783
C11.941;Aniridia;D015783
C16.131;Aniridia;D015783
C16.320;Aniridia;D015783
C11.270;Eye Diseases, Hereditary;D015785
C16.320;Eye Diseases, Hereditary;D015785
C01.252;Erythema Chronicum Migrans;D015787
C01.539;Erythema Chronicum Migrans;D015787
C17.800;Erythema Chronicum Migrans;D015787
C11.250;Retinal Dysplasia;D015792
C11.270;Retinal Dysplasia;D015792
C11.768;Retinal Dysplasia;D015792
C16.131;Retinal Dysplasia;D015792
C16.320;Retinal Dysplasia;D015792
C11.270;Choroideremia;D015794
C11.941;Choroideremia;D015794
C16.320;Choroideremia;D015794
C11.270;Gyrate Atrophy;D015799
C11.941;Gyrate Atrophy;D015799
C16.320;Gyrate Atrophy;D015799
C26.260;Eye Injuries, Penetrating;D015807
C26.986;Eye Injuries, Penetrating;D015807
C04.588;Iris Neoplasms;D015811
C11.319;Iris Neoplasms;D015811
C11.941;Iris Neoplasms;D015811
C11.525;Glaucoma, Angle-Closure;D015812
C11.540;Ocular Hypotension;D015814
C01.539;Eye Infections;D015817
C11.294;Eye Infections;D015817
C01.252;Eye Infections, Bacterial;D015818
C01.539;Eye Infections, Bacterial;D015818
C11.294;Eye Infections, Bacterial;D015818
C25.793;Substance Abuse, Intravenous;D015819
C01.539;Eye Infections, Fungal;D015821
C01.703;Eye Infections, Fungal;D015821
C11.294;Eye Infections, Fungal;D015821
C03.300;Eye Infections, Parasitic;D015822
C11.294;Eye Infections, Parasitic;D015822
C03.300;Acanthamoeba Keratitis;D015823
C03.752;Acanthamoeba Keratitis;D015823
C11.204;Acanthamoeba Keratitis;D015823
C11.294;Acanthamoeba Keratitis;D015823
C05.116;Langer-Giedion Syndrome;D015826
C03.300;Onchocerciasis, Ocular;D015827
C03.335;Onchocerciasis, Ocular;D015827
C11.294;Onchocerciasis, Ocular;D015827
C02.325;Eye Infections, Viral;D015828
C11.294;Eye Infections, Viral;D015828
C01.252;Uveitis, Suppurative;D015829
C01.539;Uveitis, Suppurative;D015829
C01.703;Uveitis, Suppurative;D015829
C11.294;Uveitis, Suppurative;D015829
C11.941;Uveitis, Suppurative;D015829
C04.557;Osteochondroma;D015831
C05.116;Osteochondroma;D015831
C09.218;Cochlear Diseases;D015834
C10.228;Ocular Motility Disorders;D015835
C10.292;Ocular Motility Disorders;D015835
C11.590;Ocular Motility Disorders;D015835
C09.218;Vestibular Diseases;D015837
C05.550;Chondromatosis, Synovial;D015838
C10.292;Oculomotor Nerve Diseases;D015840
C11.590;Oculomotor Nerve Diseases;D015840
C11.675;Enophthalmos;D015841
C10.597;Tonic Pupil;D015845
C11.710;Tonic Pupil;D015845
C11.744;Anisometropia;D015858
C11.768;Retinal Neovascularization;D015861
C11.941;Choroid Diseases;D015862
C11.941;Iridocyclitis;D015863
C11.941;Panuveitis;D015864
C11.941;Uveitis, Posterior;D015866
C11.941;Uveitis, Intermediate;D015867
C11.941;Pars Planitis;D015868
C10.597;Anisocoria;D015875
C11.710;Anisocoria;D015875
C10.597;Miosis;D015877
C11.710;Miosis;D015877
C11.710;Mydriasis;D015878
C11.768;Retinal Necrosis Syndrome, Acute;D015882
C12.777;Urinary Retention;D016055
C13.351;Urinary Retention;D016055
C04.588;Pleural Effusion, Malignant;D016066
C08.528;Pleural Effusion, Malignant;D016066
C08.785;Pleural Effusion, Malignant;D016066
C04.182;Arachnoid Cysts;D016080
C04.588;Arachnoid Cysts;D016080
C10.500;Arachnoid Cysts;D016080
C10.551;Arachnoid Cysts;D016080
C16.131;Arachnoid Cysts;D016080
C02.782;Simian Acquired Immunodeficiency Syndrome;D016097
C02.839;Simian Acquired Immunodeficiency Syndrome;D016097
C10.228;Gerstmann-Straussler-Scheinker Disease;D016098
C10.574;Gerstmann-Straussler-Scheinker Disease;D016098
C16.320;Gerstmann-Straussler-Scheinker Disease;D016098
C26.117;Spinal Fractures;D016103
C26.404;Spinal Fractures;D016103
C26.831;Spinal Fractures;D016103
C13.703;Oligohydramnios;D016104
C16.131;Epidermolysis Bullosa Acquisita;D016107
C17.800;Epidermolysis Bullosa Acquisita;D016107
C16.131;Epidermolysis Bullosa Dystrophica;D016108
C16.320;Epidermolysis Bullosa Dystrophica;D016108
C17.300;Epidermolysis Bullosa Dystrophica;D016108
C17.800;Epidermolysis Bullosa Dystrophica;D016108
C16.131;Epidermolysis Bullosa, Junctional;D016109
C16.320;Epidermolysis Bullosa, Junctional;D016109
C17.800;Epidermolysis Bullosa, Junctional;D016109
C16.131;Epidermolysis Bullosa Simplex;D016110
C16.320;Epidermolysis Bullosa Simplex;D016110
C17.800;Epidermolysis Bullosa Simplex;D016110
C16.131;Sjogren-Larsson Syndrome;D016111
C16.320;Sjogren-Larsson Syndrome;D016111
C16.614;Sjogren-Larsson Syndrome;D016111
C17.800;Sjogren-Larsson Syndrome;D016111
C18.452;Sjogren-Larsson Syndrome;D016111
C16.131;Ichthyosis Vulgaris;D016112
C16.320;Ichthyosis Vulgaris;D016112
C17.800;Ichthyosis Vulgaris;D016112
C16.131;Ichthyosiform Erythroderma, Congenital;D016113
C16.320;Ichthyosiform Erythroderma, Congenital;D016113
C16.614;Ichthyosiform Erythroderma, Congenital;D016113
C17.800;Ichthyosiform Erythroderma, Congenital;D016113
C16.131;Ichthyosis, X-Linked;D016114
C16.320;Ichthyosis, X-Linked;D016114
C16.614;Ichthyosis, X-Linked;D016114
C17.800;Ichthyosis, X-Linked;D016114
C18.452;Ichthyosis, X-Linked;D016114
C11.270;Albinism, Oculocutaneous;D016115
C16.320;Albinism, Oculocutaneous;D016115
C17.800;Albinism, Oculocutaneous;D016115
C18.452;Albinism, Oculocutaneous;D016115
C16.320;Piebaldism;D016116
C17.800;Piebaldism;D016116
C18.452;Piebaldism;D016116
C11.270;Albinism, Ocular;D016117
C16.320;Albinism, Ocular;D016117
C17.800;Albinism, Ocular;D016117
C18.452;Albinism, Ocular;D016117
C14.280;Heart Valve Prolapse;D016127
C10.500;Spinal Dysraphism;D016135
C16.131;Spinal Dysraphism;D016135
C10.500;Spina Bifida Occulta;D016136
C16.131;Spina Bifida Occulta;D016136
C10.500;Spina Bifida Cystica;D016137
C16.131;Spina Bifida Cystica;D016137
C05.660;Holoprosencephaly;D016142
C10.500;Holoprosencephaly;D016142
C16.131;Holoprosencephaly;D016142
C16.320;Holoprosencephaly;D016142
C06.267;Digestive System Fistula;D016154
C07.465;Oral Fistula;D016155
C08.702;Respiratory Tract Fistula;D016156
C14.240;Vascular Fistula;D016157
C14.907;Vascular Fistula;D016157
C14.280;Accelerated Idioventricular Rhythm;D016170
C14.280;Torsades de Pointes;D016171
C02.782;Lentivirus Infections;D016180
C02.782;Feline Acquired Immunodeficiency Syndrome;D016181
C02.839;Feline Acquired Immunodeficiency Syndrome;D016181
C02.782;Visna;D016182
C02.839;Visna;D016182
C02.782;Murine Acquired Immunodeficiency Syndrome;D016183
C02.928;Murine Acquired Immunodeficiency Syndrome;D016183
C02.182;Postpoliomyelitis Syndrome;D016262
C02.782;Postpoliomyelitis Syndrome;D016262
C05.651;Postpoliomyelitis Syndrome;D016262
C10.228;Postpoliomyelitis Syndrome;D016262
C10.574;Postpoliomyelitis Syndrome;D016262
C10.668;Postpoliomyelitis Syndrome;D016262
C02.782;AIDS-Associated Nephropathy;D016263
C02.800;AIDS-Associated Nephropathy;D016263
C12.777;AIDS-Associated Nephropathy;D016263
C13.351;AIDS-Associated Nephropathy;D016263
C20.673;AIDS-Associated Nephropathy;D016263
C20.543;Milk Hypersensitivity;D016269
C05.116;Alveolar Bone Loss;D016301
C07.465;Alveolar Bone Loss;D016301
C07.793;Smear Layer;D016369
C07.465;Tooth Loss;D016388
C07.793;Tooth Loss;D016388
C04.557;Lymphoma, B-Cell;D016393
C15.604;Lymphoma, B-Cell;D016393
C20.683;Lymphoma, B-Cell;D016393
C04.557;Lymphoma, T-Cell;D016399
C15.604;Lymphoma, T-Cell;D016399
C20.683;Lymphoma, T-Cell;D016399
C04.557;Lymphoma, Large-Cell, Immunoblastic;D016400
C15.604;Lymphoma, Large-Cell, Immunoblastic;D016400
C20.683;Lymphoma, Large-Cell, Immunoblastic;D016400
C04.557;Lymphoma, Large B-Cell, Diffuse;D016403
C15.604;Lymphoma, Large B-Cell, Diffuse;D016403
C20.683;Lymphoma, Large B-Cell, Diffuse;D016403
C04.557;Lymphoma, T-Cell, Cutaneous;D016410
C15.604;Lymphoma, T-Cell, Cutaneous;D016410
C20.683;Lymphoma, T-Cell, Cutaneous;D016410
C04.557;Lymphoma, T-Cell, Peripheral;D016411
C15.604;Lymphoma, T-Cell, Peripheral;D016411
C20.683;Lymphoma, T-Cell, Peripheral;D016411
C01.539;Prosthesis-Related Infections;D016459
C17.300;Granuloma Annulare;D016460
C17.800;Granuloma Annulare;D016460
C17.800;Sweet Syndrome;D016463
C16.320;Lysosomal Storage Diseases;D016464
C18.452;Lysosomal Storage Diseases;D016464
C01.539;Fungemia;D016469
C01.703;Fungemia;D016469
C01.252;Bacteremia;D016470
C01.539;Bacteremia;D016470
C13.351;Ovarian Hyperstimulation Syndrome;D016471
C19.391;Ovarian Hyperstimulation Syndrome;D016471
C10.574;Motor Neuron Disease;D016472
C10.668;Motor Neuron Disease;D016472
C01.252;Helicobacter Infections;D016481
C04.557;Lymphoma, AIDS-Related;D016483
C15.604;Lymphoma, AIDS-Related;D016483
C20.683;Lymphoma, AIDS-Related;D016483
C10.900;Head Injuries, Closed;D016489
C26.260;Head Injuries, Closed;D016489
C26.915;Head Injuries, Closed;D016489
C26.974;Head Injuries, Closed;D016489
C14.907;Peripheral Vascular Diseases;D016491
C16.320;Pemphigus, Benign Familial;D016506
C17.800;Pemphigus, Benign Familial;D016506
C11.204;Corneal Neovascularization;D016510
C16.614;Severe Combined Immunodeficiency;D016511
C18.452;Severe Combined Immunodeficiency;D016511
C20.673;Severe Combined Immunodeficiency;D016511
C26.558;Ankle Injuries;D016512
C04.557;Neurofibromatosis 2;D016518
C04.700;Neurofibromatosis 2;D016518
C09.218;Neurofibromatosis 2;D016518
C09.647;Neurofibromatosis 2;D016518
C10.292;Neurofibromatosis 2;D016518
C10.562;Neurofibromatosis 2;D016518
C10.574;Neurofibromatosis 2;D016518
C16.320;Neurofibromatosis 2;D016518
C17.800;Foot Ulcer;D016523
C10.597;Mucopolysaccharidosis II;D016532
C16.320;Mucopolysaccharidosis II;D016532
C17.300;Mucopolysaccharidosis II;D016532
C18.452;Mucopolysaccharidosis II;D016532
C14.280;Cardiac Output, High;D016534
C08.127;Bronchial Hyperreactivity;D016535
C10.228;Gangliosidosis, GM1;D016537
C16.320;Gangliosidosis, GM1;D016537
C18.452;Gangliosidosis, GM1;D016537
C16.320;Mucopolysaccharidosis VII;D016538
C17.300;Mucopolysaccharidosis VII;D016538
C18.452;Mucopolysaccharidosis VII;D016538
C04.588;Central Nervous System Neoplasms;D016543
C10.551;Central Nervous System Neoplasms;D016543
C04.588;Choroid Plexus Neoplasms;D016545
C10.228;Choroid Plexus Neoplasms;D016545
C10.551;Choroid Plexus Neoplasms;D016545
C15.378;Purpura, Thrombocytopenic, Idiopathic;D016553
C20.111;Purpura, Thrombocytopenic, Idiopathic;D016553
C20.841;Purpura, Thrombocytopenic, Idiopathic;D016553
C11.250;Blepharophimosis;D016569
C11.338;Blepharophimosis;D016569
C16.131;Blepharophimosis;D016569
C17.800;Hidradenitis;D016575
C02.782;Leukemia, Feline;D016582
C04.557;Leukemia, Feline;D016582
C02.782;Enzootic Bovine Leukosis;D016583
C04.557;Enzootic Bovine Leukosis;D016583
C20.673;Enzootic Bovine Leukosis;D016583
C01.252;Vaginosis, Bacterial;D016585
C13.351;Vaginosis, Bacterial;D016585
C04.557;Granular Cell Tumor;D016586
C26.986;Needlestick Injuries;D016602
C05.651;Eosinophilia-Myalgia Syndrome;D016603
C10.668;Eosinophilia-Myalgia Syndrome;D016603
C15.378;Eosinophilia-Myalgia Syndrome;D016603
C04.588;Thyroid Nodule;D016606
C19.344;Thyroid Nodule;D016606
C19.874;Thyroid Nodule;D016606
C04.692;Neoplasms, Second Primary;D016609
C13.703;Diabetes, Gestational;D016640
C18.452;Diabetes, Gestational;D016640
C19.246;Diabetes, Gestational;D016640
C10.228;Encephalopathy, Bovine Spongiform;D016643
C10.574;Encephalopathy, Bovine Spongiform;D016643
C13.351;Primary Ovarian Insufficiency;D016649
C19.391;Primary Ovarian Insufficiency;D016649
C10.228;Cerebral Amyloid Angiopathy;D016657
C14.907;Cerebral Amyloid Angiopathy;D016657
C18.452;Cerebral Amyloid Angiopathy;D016657
C01.539;Psoas Abscess;D016659
C02.256;Herpes Zoster Oticus;D016697
C09.218;Herpes Zoster Oticus;D016697
C10.292;Herpes Zoster Oticus;D016697
C05.550;Still's Disease, Adult-Onset;D016706
C05.799;Still's Disease, Adult-Onset;D016706
C17.300;Still's Disease, Adult-Onset;D016706
C20.111;Still's Disease, Adult-Onset;D016706
C04.445;Proteus Syndrome;D016715
C04.651;Proteus Syndrome;D016715
C05.116;Proteus Syndrome;D016715
C05.660;Proteus Syndrome;D016715
C16.131;Proteus Syndrome;D016715
C01.703;Pneumocystis Infections;D016720
C01.539;Empyema, Pleural;D016724
C08.528;Empyema, Pleural;D016724
C08.730;Empyema, Pleural;D016724
C08.381;Plasma Cell Granuloma, Pulmonary;D016726
C11.675;Orbital Pseudotumor;D016727
C02.256;Erythema Infectiosum;D016731
C02.825;Erythema Infectiosum;D016731
C17.800;Erythema Infectiosum;D016731
C20.111;Antiphospholipid Syndrome;D016736
C06.130;Alagille Syndrome;D016738
C06.552;Alagille Syndrome;D016738
C14.240;Alagille Syndrome;D016738
C16.131;Alagille Syndrome;D016738
C16.320;Alagille Syndrome;D016738
C10.114;Stiff-Person Syndrome;D016750
C10.228;Stiff-Person Syndrome;D016750
C10.668;Stiff-Person Syndrome;D016750
C20.111;Stiff-Person Syndrome;D016750
C02.440;Hepatitis E;D016751
C02.782;Hepatitis E;D016751
C06.552;Hepatitis E;D016751
C14.280;Death, Sudden, Cardiac;D016757
C02.782;Feline Infectious Peritonitis;D016766
C06.130;Caroli Disease;D016767
C06.198;Caroli Disease;D016767
C16.131;Caroli Disease;D016767
C14.907;Embolism and Thrombosis;D016769
C03.752;Ciliophora Infections;D016770
C03.752;Leishmaniasis, Cutaneous;D016773
C03.858;Leishmaniasis, Cutaneous;D016773
C17.800;Leishmaniasis, Cutaneous;D016773
C03.752;Leishmaniasis, Diffuse Cutaneous;D016774
C03.858;Leishmaniasis, Diffuse Cutaneous;D016774
C17.800;Leishmaniasis, Diffuse Cutaneous;D016774
C03.432;Blastocystis Infections;D016776
C03.752;Blastocystis Infections;D016776
C06.405;Blastocystis Infections;D016776
C03.752;Malaria, Falciparum;D016778
C03.105;Malaria, Cerebral;D016779
C03.752;Malaria, Cerebral;D016779
C10.228;Malaria, Cerebral;D016779
C03.752;Malaria, Vivax;D016780
C01.323;Toxoplasmosis, Cerebral;D016781
C01.539;Toxoplasmosis, Cerebral;D016781
C03.105;Toxoplasmosis, Cerebral;D016781
C03.752;Toxoplasmosis, Cerebral;D016781
C10.228;Toxoplasmosis, Cerebral;D016781
C02.256;Keratitis, Herpetic;D016849
C02.325;Keratitis, Herpetic;D016849
C11.204;Keratitis, Herpetic;D016849
C11.294;Keratitis, Herpetic;D016849
C01.252;Tuberculoma, Intracranial;D016862
C10.228;Tuberculoma, Intracranial;D016862
C01.252;Bacillaceae Infections;D016863
C04.700;Li-Fraumeni Syndrome;D016864
C16.320;Li-Fraumeni Syndrome;D016864
C18.452;Li-Fraumeni Syndrome;D016864
C01.252;Bacteroidaceae Infections;D016866
C01.252;Serratia Infections;D016868
C01.252;Ureaplasma Infections;D016869
C01.252;Neisseriaceae Infections;D016870
C01.252;Pasteurellaceae Infections;D016871
C01.252;Ehrlichiosis;D016873
C10.668;POEMS Syndrome;D016878
C15.378;POEMS Syndrome;D016878
C16.131;POEMS Syndrome;D016878
C20.683;POEMS Syndrome;D016878
C01.703;Microsporidiosis;D016881
C18.452;Diabetic Ketoacidosis;D016883
C19.246;Diabetic Ketoacidosis;D016883
C19.787;Polyendocrinopathies, Autoimmune;D016884
C20.111;Polyendocrinopathies, Autoimmune;D016884
C14.907;Angiodysplasia;D016888
C04.588;Endometrial Neoplasms;D016889
C13.351;Endometrial Neoplasms;D016889
C01.703;Encephalitozoonosis;D016890
C12.777;Polycystic Kidney, Autosomal Dominant;D016891
C13.351;Polycystic Kidney, Autosomal Dominant;D016891
C10.228;Carotid Stenosis;D016893
C14.907;Carotid Stenosis;D016893
C01.252;Gram-Negative Bacterial Infections;D016905
C01.252;Gram-Positive Bacterial Infections;D016908
C05.550;Joint Deformities, Acquired;D016916
C01.252;Angiomatosis, Bacillary;D016917
C01.539;Angiomatosis, Bacillary;D016917
C14.907;Angiomatosis, Bacillary;D016917
C17.800;Angiomatosis, Bacillary;D016917
C01.539;Arthritis, Reactive;D016918
C05.116;Arthritis, Reactive;D016918
C05.550;Arthritis, Reactive;D016918
C01.703;Meningitis, Cryptococcal;D016919
C10.228;Meningitis, Cryptococcal;D016919
C01.252;Meningitis, Bacterial;D016920
C10.228;Meningitis, Bacterial;D016920
C01.703;Meningitis, Fungal;D016921
C10.228;Meningitis, Fungal;D016921
C07.793;Tooth Demineralization;D017001
C10.228;Epilepsy, Complex Partial;D017029
C10.228;Epilepsy, Frontal Lobe;D017034
C10.228;Epilepsia Partialis Continua;D017036
C10.228;Phenylketonuria, Maternal;D017042
C13.703;Phenylketonuria, Maternal;D017042
C16.320;Phenylketonuria, Maternal;D017042
C18.452;Phenylketonuria, Maternal;D017042
C04.182;Chalazion;D017043
C11.338;Chalazion;D017043
C12.777;Polycystic Kidney, Autosomal Recessive;D017044
C13.351;Polycystic Kidney, Autosomal Recessive;D017044
C16.320;Polycystic Kidney, Autosomal Recessive;D017044
C20.673;Common Variable Immunodeficiency;D017074
C15.378;alpha-Thalassemia;D017085
C16.320;alpha-Thalassemia;D017085
C15.378;beta-Thalassemia;D017086
C16.320;beta-Thalassemia;D017086
C01.539;AIDS-Related Opportunistic Infections;D017088
C02.597;AIDS-Related Opportunistic Infections;D017088
C02.782;AIDS-Related Opportunistic Infections;D017088
C03.684;AIDS-Related Opportunistic Infections;D017088
C20.673;AIDS-Related Opportunistic Infections;D017088
C06.405;Colitis, Ischemic;D017091
C14.907;Colitis, Ischemic;D017091
C16.320;Porphyria, Erythropoietic;D017092
C17.800;Porphyria, Erythropoietic;D017092
C18.452;Porphyria, Erythropoietic;D017092
C06.552;Liver Failure;D017093
C06.552;Porphyrias, Hepatic;D017094
C16.320;Porphyrias, Hepatic;D017094
C17.800;Porphyrias, Hepatic;D017094
C18.452;Porphyrias, Hepatic;D017094
C10.228;Prion Diseases;D017096
C10.574;Prion Diseases;D017096
C15.378;IgA Deficiency;D017098
C20.673;IgA Deficiency;D017098
C15.378;IgG Deficiency;D017099
C20.673;IgG Deficiency;D017099
C10.228;Akathisia, Drug-Induced;D017109
C10.720;Akathisia, Drug-Induced;D017109
C25.723;Akathisia, Drug-Induced;D017109
C06.552;Liver Failure, Acute;D017114
C10.597;Low Back Pain;D017116
C06.552;Porphyria, Acute Intermittent;D017118
C16.320;Porphyria, Acute Intermittent;D017118
C17.800;Porphyria, Acute Intermittent;D017118
C18.452;Porphyria, Acute Intermittent;D017118
C06.552;Porphyria Cutanea Tarda;D017119
C16.320;Porphyria Cutanea Tarda;D017119
C17.800;Porphyria Cutanea Tarda;D017119
C18.452;Porphyria Cutanea Tarda;D017119
C06.552;Porphyria, Hepatoerythropoietic;D017121
C16.320;Porphyria, Hepatoerythropoietic;D017121
C17.800;Porphyria, Hepatoerythropoietic;D017121
C18.452;Porphyria, Hepatoerythropoietic;D017121
C03.335;Anisakiasis;D017129
C03.432;Anisakiasis;D017129
C06.405;Anisakiasis;D017129
C04.666;Neoplasms, Post-Traumatic;D017169
C14.280;Tachycardia, Ventricular;D017180
C03.335;Adenophorea Infections;D017188
C03.335;Enoplida Infections;D017189
C03.335;Secernentea Infections;D017190
C03.335;Ascaridida Infections;D017191
C01.252;Skin Diseases, Bacterial;D017192
C01.539;Skin Diseases, Bacterial;D017192
C17.800;Skin Diseases, Bacterial;D017192
C02.825;Skin Diseases, Viral;D017193
C17.800;Skin Diseases, Viral;D017193
C03.335;Oxyurida Infections;D017194
C03.335;Rhabditida Infections;D017196
C14.280;Myocardial Ischemia;D017202
C14.907;Myocardial Ischemia;D017202
C10.228;Angelman Syndrome;D017204
C16.131;Angelman Syndrome;D017204
C16.320;Angelman Syndrome;D017204
C03.335;Spirurida Infections;D017205
C03.335;Strongylida Infections;D017206
C07.793;Root Caries;D017213
C06.405;Gastric Outlet Obstruction;D017219
C03.335;Toxascariasis;D017227
C03.335;Enterobiasis;D017229
C05.651;Mitochondrial Encephalomyopathies;D017237
C10.228;Mitochondrial Encephalomyopathies;D017237
C10.668;Mitochondrial Encephalomyopathies;D017237
C18.452;Mitochondrial Encephalomyopathies;D017237
C05.651;Mitochondrial Myopathies;D017240
C10.668;Mitochondrial Myopathies;D017240
C18.452;Mitochondrial Myopathies;D017240
C05.651;MELAS Syndrome;D017241
C10.228;MELAS Syndrome;D017241
C10.668;MELAS Syndrome;D017241
C14.907;MELAS Syndrome;D017241
C16.320;MELAS Syndrome;D017241
C18.452;MELAS Syndrome;D017241
C05.651;MERRF Syndrome;D017243
C10.228;MERRF Syndrome;D017243
C10.668;MERRF Syndrome;D017243
C16.320;MERRF Syndrome;D017243
C18.452;MERRF Syndrome;D017243
C05.651;Ophthalmoplegia, Chronic Progressive External;D017246
C10.292;Ophthalmoplegia, Chronic Progressive External;D017246
