D03.438.221.173;Calcimycin;D000001
B04.820.087.710.700;Rift Valley fever virus;D012296
B04.909.777.147.710.700;Rift Valley fever virus;D012296
I01.880.604.473.650.952;Right to Die;D012297
N03.706.437.650.750;Right to Die;D012297
C23.550.260.224.617.839;Rigor Mortis;D012298
D02.455.426.100.050.750;Rimantadine;D012299
D02.455.426.392.368.075.750;Rimantadine;D012299
C02.782.580.600.500.700;Rinderpest;D012301
C22.780;Rinderpest;D012301
B04.820.455.600.650.500.675;Rinderpest virus;D012302
B04.909.777.455.600.650.500.675;Rinderpest virus;D012302
A11.284.187.788;Ring Chromosomes;D012303
C23.550.210.760;Ring Chromosomes;D012303
G05.360.162.788;Ring Chromosomes;D012303
G05.365.590.175.760;Ring Chromosomes;D012303
D27.720.821;Riot Control Agents, Chemical;D012304
D27.888.569.734;Riot Control Agents, Chemical;D012304
I01.880.735.140.652;Riots;D012305
E05.318.740.600.800;Risk;D012306
G17.680.750;Risk;D012306
N05.715.360.750.625.700;Risk;D012306
N06.850.520.830.600.800;Risk;D012306
E05.318.740.600.800.725;Risk Factors;D012307
N05.715.350.200.700;Risk Factors;D012307
N05.715.360.750.625.700.700;Risk Factors;D012307
N06.850.490.625.750;Risk Factors;D012307
N06.850.520.830.600.800.725;Risk Factors;D012307
N03.219.463.800;Risk Management;D012308
N04.452.871;Risk Management;D012308
F01.145.722;Risk-Taking;D012309
D09.400.420.800;Ristocetin;D012310
D12.644.233.697;Ristocetin;D012310
D02.033.100.624.870;Ritodrine;D012312
D02.033.755.624.870;Ritodrine;D012312
D02.092.063.624.870;Ritodrine;D012312
D02.092.471.683.870;Ritodrine;D012312
D13.444.735;RNA;D012313
D03.438.759.646.454.700.710;RNA Cap Analogs;D012314
D13.444.735.544.500.710;RNA Cap Analogs;D012314
D13.695.667.454.700.710;RNA Cap Analogs;D012314
D13.695.827.426.700.710;RNA Cap Analogs;D012314
D03.438.759.646.454.700;RNA Caps;D012315
D13.444.735.544.500;RNA Caps;D012315
D13.695.667.454.700;RNA Caps;D012315
D13.695.827.426.700;RNA Caps;D012315
D08.811.913.696.445.735;RNA Nucleotidyltransferases;D012316
B04.123.691;RNA Phages;D012317
D08.811.913.696.445.735.270.750;RNA Polymerase I;D012318
D08.811.913.696.445.735.270.762;RNA Polymerase II;D012319
D08.811.913.696.445.735.270.775;RNA Polymerase III;D012320
D08.811.913.696.445.735.270;DNA-Directed RNA Polymerases;D012321
D13.400.730;RNA Precursors;D012322
D13.444.735.640;RNA Precursors;D012322
G02.111.087.750;RNA Processing, Post-Transcriptional;D012323
G02.149.115.750;RNA Processing, Post-Transcriptional;D012323
G03.495.839;RNA Processing, Post-Transcriptional;D012323
G05.355.315.700;RNA Processing, Post-Transcriptional;D012323
D08.811.913.696.445.735.780;RNA Replicase;D012324
G02.111.087.750.700;RNA Splicing;D012326
G02.149.115.750.700;RNA Splicing;D012326
G03.495.839.700;RNA Splicing;D012326
G05.355.315.700.700;RNA Splicing;D012326
C02.782;RNA Virus Infections;D012327
B04.820;RNA Viruses;D012328
B04.909.777;RNA Viruses;D012328
D13.444.735.473;RNA, Bacterial;D012329
D13.444.735.490;RNA, Double-Stranded;D012330
G02.111.570.790.486.775;RNA, Double-Stranded;D012330
G05.360.580.775;RNA, Double-Stranded;D012330
D13.444.735.500;RNA, Fungal;D012331
D13.444.735.628.806;RNA, Heterogeneous Nuclear;D012332
D13.444.735.544;RNA, Messenger;D012333
D13.444.735.615;RNA, Neoplasm;D012334
D13.444.735.686;RNA, Ribosomal;D012335
D13.444.735.686.670;RNA, Ribosomal, 16S;D012336
D13.444.735.686.675;RNA, Ribosomal, 18S;D012337
D13.444.735.686.680;RNA, Ribosomal, 23S;D012338
D13.444.735.686.690;RNA, Ribosomal, 28S;D012339
D13.444.735.686.660;RNA, Ribosomal, 5.8S;D012340
D13.444.735.686.650;RNA, Ribosomal, 5S;D012341
D13.444.735.628.818;RNA, Small Nuclear;D012342
D13.444.735.790.552.937;RNA, Small Nuclear;D012342
D13.444.735.757;RNA, Transfer;D012343
D13.444.735.757.700.050;RNA, Transfer, Ala;D012344
D13.444.735.757.700;RNA, Transfer, Amino Acid-Specific;D012345
D12.125.780;RNA, Transfer, Amino Acyl;D012346
D13.444.735.757.715;RNA, Transfer, Amino Acyl;D012346
D13.444.735.757.700.075;RNA, Transfer, Arg;D012347
D13.444.735.757.700.085;RNA, Transfer, Asn;D012348
D13.444.735.757.700.090;RNA, Transfer, Asp;D012349
D13.444.735.757.700.200;RNA, Transfer, Cys;D012350
D13.444.735.757.700.400;RNA, Transfer, Gln;D012351
D13.444.735.757.700.410;RNA, Transfer, Glu;D012352
D13.444.735.757.700.420;RNA, Transfer, Gly;D012353
D13.444.735.757.700.450;RNA, Transfer, His;D012354
D13.444.735.757.700.480;RNA, Transfer, Ile;D012355
D13.444.735.757.700.500;RNA, Transfer, Leu;D012356
D13.444.735.757.700.510;RNA, Transfer, Lys;D012357
D13.444.735.757.700.525;RNA, Transfer, Met;D012358
D08.811.913.555.500.925;tRNA Methyltransferases;D012359
D13.444.735.757.700.650;RNA, Transfer, Phe;D012360
D13.444.735.757.700.660;RNA, Transfer, Pro;D012361
D13.444.735.757.700.700;RNA, Transfer, Ser;D012362
D13.444.735.757.700.725;RNA, Transfer, Thr;D012363
D13.444.735.757.700.740;RNA, Transfer, Trp;D012364
D13.444.735.757.700.750;RNA, Transfer, Tyr;D012365
D13.444.735.757.700.900;RNA, Transfer, Val;D012366
D13.444.735.828;RNA, Viral;D012367
D03.383.129.308.100;4-(3-Butoxy-4-methoxybenzyl)-2-imidazolidinone;D012368
D03.438.834.700;2H-Benzo(a)quinolizin-2-ol, 2-Ethyl-1,3,4,6,7,11b-hexahydro-3-isobutyl-9,10-dimethoxy-;D012369
D02.078.370.810;Robenidine;D012370
H01.671.293.643;Robotics;D012371
J01.897.104.834;Robotics;D012371
L01.224.065.630;Robotics;D012371
E05.318.740.872.750;ROC Curve;D012372
E05.318.780.800.750;ROC Curve;D012372
N05.715.360.780.700.680;ROC Curve;D012372
N06.850.520.445.800.750;ROC Curve;D012372
C01.252.400.780.790.700;Rocky Mountain Spotted Fever;D012373
C01.252.400.825.775;Rocky Mountain Spotted Fever;D012373
A08.663.650.850.625.670.375.500;Rod Cell Outer Segment;D012374
A08.663.650.850.625.670.650.650;Rod Cell Outer Segment;D012374
A08.663.650.915.937.670.375.500;Rod Cell Outer Segment;D012374
A08.663.650.915.937.670.650.650;Rod Cell Outer Segment;D012374
A08.800.950.937.670.375.500;Rod Cell Outer Segment;D012374
A08.800.950.937.670.650.650;Rod Cell Outer Segment;D012374
A09.371.729.831.625.670.375.500;Rod Cell Outer Segment;D012374
A09.371.729.831.625.670.650.650;Rod Cell Outer Segment;D012374
A11.671.650.850.625.670.375.500;Rod Cell Outer Segment;D012374
A11.671.650.850.625.670.650.650;Rod Cell Outer Segment;D012374
A11.671.650.915.937.670.375.500;Rod Cell Outer Segment;D012374
A11.671.650.915.937.670.650.650;Rod Cell Outer Segment;D012374
N06.850.780.200.650.700;Rodent Control;D012375
C22.795;Rodent Diseases;D012376
B01.050.150.900.649.865;Rodentia;D012377
D27.720.031.700.853;Rodenticides;D012378
D27.720.723.853;Rodenticides;D012378
D27.888.723.853;Rodenticides;D012378
F01.829.316.616;Role;D012380
E02.190.525.781.653;Role Playing;D012381
F04.754.864.581.679.653;Role Playing;D012381
D02.455.426.559.847.562.900.720;Rolitetracycline;D012382
D04.615.562.900.720;Rolitetracycline;D012382
Z01.542.248.764;Romania;D012383
Z01.433.850;Rome;D012384
Z01.542.489.569;Rome;D012384
D02.640.672.730;Ronidazole;D012385
D03.383.129.308.658.730;Ronidazole;D012385
N02.421.088.120.240;Rooming-in Care;D012386
D25.339.859;Root Canal Filling Materials;D012387
J01.637.051.339.859;Root Canal Filling Materials;D012387
D25.800;Root Canal Irrigants;D012388
D27.505.954.122.425.300.500;Root Canal Irrigants;D012388
D27.720.274.300.500;Root Canal Irrigants;D012388
J01.637.051.800;Root Canal Irrigants;D012388
E06.397.778.778;Root Canal Obturation;D012389
E06.397.778;Root Canal Therapy;D012390
C07.793.901.653;Root Resorption;D012391
G10.549.235.917.653;Root Resorption;D012391
F04.711.647.622.341.736;Rorschach Test;D012392
C17.800.716;Rosacea;D012393
D02.092.146.755;Rosaniline Dyes;D012394
D02.455.426.559.847.885.347.700;Rose Bengal;D012395
D03.494.953.275.700;Rose Bengal;D012395
D04.615.885.347.700;Rose Bengal;D012395
E01.370.225.812.706;Rosette Formation;D012397
E05.200.812.706;Rosette Formation;D012397
E05.478.594.730;Rosette Formation;D012397
B04.820.850.054.813;Ross River virus;D012398
B04.909.777.923.054.813;Ross River virus;D012398
G01.595.560.703;Rotation;D012399
C02.782.791.814;Rotavirus Infections;D012400
B04.820.630.790;Rotavirus;D012401
B04.909.777.714.790;Rotavirus;D012401
D03.438.150.266.450.400.843;Rotenone;D012402
D03.549.825;Rotenone;D012402
D03.830.219.266.450.400.843;Rotenone;D012402
B01.050.500.500.770;Rotifera;D012403
A02.513.803;Round Ligament;D012404
A05.360.319.114.803;Round Ligament;D012404
A09.246.631.246.814;Round Window, Ear;D012405
D02.691.088.700;Roxarsone;D012406
G05.360.340.024.686.817;rRNA Operon;D012407
G05.360.340.300.500.817;rRNA Operon;D012407
D25.720.099.750;Rubber;D012408
D25.720.327.840;Rubber;D012408
J01.637.051.720.099.750;Rubber;D012408
J01.637.051.720.327.840;Rubber;D012408
J01.637.412.767;Rubber;D012408
C02.782.930.700.700;Rubella;D012409
C02.782.930.700.700.700;Rubella Syndrome, Congenital;D012410
C16.131.077.790;Rubella Syndrome, Congenital;D012410
D20.215.894.899.779;Rubella Vaccine;D012411
B04.820.850.700.700;Rubella virus;D012412
B04.909.777.923.700.700;Rubella virus;D012412
D01.268.549.650;Rubidium;D012413
D01.268.556.800;Rubidium;D012413
D01.552.528.759;Rubidium;D012413
D01.552.544.800;Rubidium;D012413
D01.496.749.740;Rubidium Radioisotopes;D012414
C05.116.099.370.797;Rubinstein-Taybi Syndrome;D012415
C05.660.207.850;Rubinstein-Taybi Syndrome;D012415
C10.597.606.643.700;Rubinstein-Taybi Syndrome;D012415
C16.131.077.804;Rubinstein-Taybi Syndrome;D012415
C16.131.260.790;Rubinstein-Taybi Syndrome;D012415
C16.131.621.207.850;Rubinstein-Taybi Syndrome;D012415
C16.320.180.790;Rubinstein-Taybi Syndrome;D012415
D12.776.097.350.650;Rubredoxins;D012416
D12.776.157.427.374.375.275.725;Rubredoxins;D012416
D12.776.556.579.374.375.275.725;Rubredoxins;D012416
A13.869.804;Rumen;D012417
B01.050.150.900.649.077.380;Ruminants;D012418
I01.880.735.779;Runaway Behavior;D012419
G11.427.590.530.568.610;Running;D012420
G11.427.590.530.698.277.750;Running;D012420
I03.450.642.845.610;Running;D012420
C26.761;Rupture;D012421
C23.300.909;Rupture, Spontaneous;D012422
N01.400.650;Rural Health;D012423
N01.600.725;Rural Population;D012424
Z01.586.800;Russia (Pre-1917);D012425
Z01.542.248.775;Russia;D012426
Z01.586.200.775;Russia;D012426
Z01.586.950.775;Russia;D012426
D02.540.505.620.750;Rutamycin;D012427
D01.268.556.805;Ruthenium;D012428
D01.268.956.812;Ruthenium;D012428
D01.552.544.805;Ruthenium;D012428
D01.496.749.745;Ruthenium Radioisotopes;D012429
D01.210.837;Ruthenium Red;D012430
D01.625.800;Ruthenium Red;D012430
D01.765.765;Ruthenium Red;D012430
D03.438.150.266.450.284.888;Rutin;D012431
D03.830.219.266.450.284.888;Rutin;D012431
Z01.058.290.120.680;Rwanda;D012432
D02.455.849.291.686;Ryanodine;D012433
D03.132.740;Ryanodine;D012433
D03.383.129.578.805;Ryanodine;D012433
B01.650.940.800.575.100.822.857;Secale cereale;D012434
J02.500.200.750;Secale cereale;D012434
J02.500.300.100.750;Secale cereale;D012434
D02.886.030.498.050;S-Adenosylhomocysteine;D012435
D03.438.759.590.138.240;S-Adenosylhomocysteine;D012435
D12.125.166.498.050;S-Adenosylhomocysteine;D012435
D13.570.583.138.240;S-Adenosylhomocysteine;D012435
D13.570.800.096.262;S-Adenosylhomocysteine;D012435
D02.886.030.676.180;S-Adenosylmethionine;D012436
D03.438.759.590.138.264;S-Adenosylmethionine;D012436
D12.125.166.676.180;S-Adenosylmethionine;D012436
D13.570.583.138.264;S-Adenosylmethionine;D012436
D13.570.800.096.264;S-Adenosylmethionine;D012436
D08.811.520.224.125.050;Adenosylmethionine Decarboxylase;D012437
G14.640.260.500;Saccades;D012438
D02.886.675.687;Saccharin;D012439
D03.383.129.708.089.708;Saccharin;D012439
D03.438.185.708;Saccharin;D012439
B01.300.107.795.785;Saccharomyces;D012440
B01.300.930.705;Saccharomyces;D012440
B01.300.107.795.785.800;Saccharomyces cerevisiae;D012441
B01.300.930.705.655;Saccharomyces cerevisiae;D012441
B01.300.107.795.815;Saccharomycopsis;D012442
B01.300.930.710;Saccharomycopsis;D012442
D08.811.682.662.750;Saccharopine Dehydrogenases;D012443
A09.246.631.909.625;Saccule and Utricle;D012444
A01.923.176.780;Sacrococcygeal Region;D012445
A02.835.583.707;Sacroiliac Joint;D012446
A02.835.232.834.717;Sacrum;D012447
F03.800.800.600.700;Sadism;D012448
N06.850.135.060.075;Safety;D012449
D10.212.302.380.750;Safflower Oil;D012450
D10.212.507.750;Safflower Oil;D012450
D10.627.700.840;Safflower Oil;D012450
D20.215.784.750.840;Safflower Oil;D012450
J02.500.375.400.700;Safflower Oil;D012450
D03.383.246.118.750;Safrole;D012451
D03.438.115.750;Safrole;D012451
J02.500.512.400.587;Safrole;D012451
B01.050.150.900.649.801.400.600.150.150.710;Saguinus;D012452
B01.050.150.900.649.801.400.600.150.710.710;Saimiri;D012453
B01.050.150.900.090.608.700.610;Salamandra;D012454
B01.050.150.900.090.608.700;Salamandridae;D012455
N01.824.417.700;Salaries and Fringe Benefits;D012456
N04.452.677.800;Salaries and Fringe Benefits;D012456
D02.065.793;Salicylamides;D012457
D02.065.199.860;Salicylanilides;D012458
D02.065.793.650;Salicylanilides;D012458
D02.241.223.100.300.595;Salicylates;D012459
D02.241.511.390.595;Salicylates;D012459
D02.455.426.559.389.127.281.595;Salicylates;D012459
D02.455.426.559.389.657.410.595;Salicylates;D012459
D02.065.884.730;Sulfasalazine;D012460
D02.886.590.700.730;Sulfasalazine;D012460
D26.776.314.890;Saline Solution, Hypertonic;D012462
A12.200.666;Saliva;D012463
D25.583.820;Saliva, Artificial;D012464
J01.637.051.583.820;Saliva, Artificial;D012464
C07.465.815.497.325;Salivary Duct Calculi;D012465
C23.300.175.700.325;Salivary Duct Calculi;D012465
C07.465.815;Salivary Gland Diseases;D012466
C07.465.614.655;Salivary Gland Fistula;D012467
C07.465.815.655;Salivary Gland Fistula;D012467
C23.300.575.500.775;Salivary Gland Fistula;D012467
C04.588.443.591.824;Salivary Gland Neoplasms;D012468
C07.465.565.824;Salivary Gland Neoplasms;D012468
C07.465.815.718;Salivary Gland Neoplasms;D012468
A03.556.500.760;Salivary Glands;D012469
A10.336.779;Salivary Glands;D012469
A14.549.760;Salivary Glands;D012469
A03.556.500.760.650;Salivary Glands, Minor;D012470
A10.336.779.650;Salivary Glands, Minor;D012470
A14.549.760.650;Salivary Glands, Minor;D012470
D12.644.848;Salivary Proteins and Peptides;D012471
D12.776.850;Salivary Proteins and Peptides;D012471
G07.610.593.220.800;Salivation;D012472
G07.700.620.220.800;Salivation;D012472
G10.261.326.222.800;Salivation;D012472
D12.776.660.750.740;Salmine;D012473
D12.776.664.750.739;Salmine;D012473
B01.050.150.900.493.817.750.705;Salmon;D012474
B03.440.450.425.800;Salmonella;D012475
B03.660.250.150.710;Salmonella;D012475
B03.440.450.425.800.100;Salmonella arizonae;D012476
B03.660.250.150.710.050;Salmonella arizonae;D012476
B03.440.450.425.800.200.300;Salmonella enteritidis;D012477
B03.660.250.150.710.160.160;Salmonella enteritidis;D012477
C01.252.400.310.821.606;Salmonella Food Poisoning;D012478
C25.723.415.738;Salmonella Food Poisoning;D012478
B03.440.450.425.800.200.750;Salmonella paratyphi C;D012479
B03.660.250.150.710.160.711;Salmonella paratyphi C;D012479
C01.252.400.310.821;Salmonella Infections;D012480
C01.252.400.310.821.706;Salmonella Infections, Animal;D012481
C22.812;Salmonella Infections, Animal;D012481
B03.440.450.425.800.200.600;Salmonella paratyphi A;D012482
B03.660.250.150.710.160.580;Salmonella paratyphi A;D012482
B04.123.706;Salmonella Phages;D012483
B03.440.450.425.800.200.700;Salmonella paratyphi B;D012484
B03.660.250.150.710.160.710;Salmonella paratyphi B;D012484
B03.440.450.425.800.200.800;Salmonella typhi;D012485
B03.660.250.150.710.160.750;Salmonella typhi;D012485
B03.440.450.425.800.200.825;Salmonella typhimurium;D012486
B03.660.250.150.710.160.760;Salmonella typhimurium;D012486
B01.050.150.900.493.817.750;Salmonidae;D012487
C13.351.500.056.390.890;Salpingitis;D012488
C13.351.500.056.750.875;Salpingitis;D012488
E04.035.832;Salpingostomy;D012489
E04.950.300.750;Salpingostomy;D012489
D03.132.750;Salsoline Alkaloids;D012490
D03.438.531.820.500;Salsoline Alkaloids;D012490
A13.811;Salt Gland;D012491
D01.786;Salts;D012492
D01.268.477.937;Samarium;D012493
D01.268.558.362.937;Samarium;D012493
D01.552.550.399.937;Samarium;D012493
E05.318.760.875;Sampling Studies;D012494
N05.715.360.775.700;Sampling Studies;D012494
N06.850.520.450.875;Sampling Studies;D012494
Z01.107.567.875.580.200.700;San Francisco;D012495
Z01.107.567.875.760.200.700;San Francisco;D012495
Z01.433.875;San Francisco;D012495
Z01.542.786;San Marino;D012496
C10.228.140.163.100.435.825.300.300.249;Sandhoff Disease;D012497
C10.228.140.163.100.435.825.300.700;Sandhoff Disease;D012497
C16.320.565.189.435.825.300.300.249;Sandhoff Disease;D012497
C16.320.565.189.435.825.300.700;Sandhoff Disease;D012497
C16.320.565.398.641.803.350.300.700;Sandhoff Disease;D012497
C16.320.565.595.554.825.300.300.800;Sandhoff Disease;D012497
C18.452.132.100.435.825.300.300.249;Sandhoff Disease;D012497
C18.452.132.100.435.825.300.700;Sandhoff Disease;D012497
C18.452.584.687.803.350.300.700;Sandhoff Disease;D012497
C18.452.648.189.435.825.300.300.249;Sandhoff Disease;D012497
C18.452.648.189.435.825.300.700;Sandhoff Disease;D012497
C18.452.648.398.641.803.350.300.700;Sandhoff Disease;D012497
C18.452.648.595.554.825.300.300.800;Sandhoff Disease;D012497
H02.229.656;Sanitary Engineering;D012498
J01.293.821;Sanitary Engineering;D012498
N06.850.780.200.800.800;Sanitary Engineering;D012498
N06.850.860.510;Sanitary Engineering;D012498
H02.229.782;Sanitation;D012499
N06.850.780.200.800;Sanitation;D012499
N06.850.860;Sanitation;D012499
D02.455.849.765.750;Santonin;D012500
A07.231.908.819;Saphenous Vein;D012501
D02.455.849.919.650;Sapogenins;D012502
D04.808.795;Sapogenins;D012502
D09.408.782;Saponins;D012503
D12.644.456.073.041.800;Saralasin;D012504
D23.469.050.050.050.700;Saralasin;D012504
B03.510.400.750;Sarcina;D012505
C15.604.515.827;Sarcoidosis;D012507
A11.284.149.707;Sarcolemma;D012508
C04.557.450.795;Sarcoma;D012509
C04.557.450.795.830.780;Sarcoma 180;D012510
C04.619.857.656;Sarcoma 180;D012510
C04.557.450.795.830.760;Sarcoma 37;D012511
C04.619.857.573;Sarcoma 37;D012511
C04.557.450.565.575.650.800;Sarcoma, Ewing;D012512
C04.557.450.795.620.800;Sarcoma, Ewing;D012512
C04.557.450.795.830;Sarcoma, Experimental;D012513
C04.619.857;Sarcoma, Experimental;D012513
E05.598.500.496.968;Sarcoma, Experimental;D012513
C02.256.466.860;Sarcoma, Kaposi;D012514
C04.557.450.795.850;Sarcoma, Kaposi;D012514
C04.557.645.750;Sarcoma, Kaposi;D012514
C04.557.450.565.465.124;Mast-Cell Sarcoma;D012515
C04.557.450.565.575.650;Osteosarcoma;D012516
C04.557.450.795.620;Osteosarcoma;D012516
C04.557.450.795.830.850;Sarcoma, Yoshida;D012517
C04.619.857.822;Sarcoma, Yoshida;D012517
A10.690.552.875.700;Sarcomeres;D012518
A11.284.430.214.190.875.820;Sarcomeres;D012518
A11.620.249.850.700;Sarcomeres;D012518
A11.620.500.500.700;Sarcomeres;D012518
A10.690.552.500.500.850;Sarcoplasmic Reticulum;D012519
A11.284.430.214.190.875.248.310.800;Sarcoplasmic Reticulum;D012519
B01.050.500.131.166.132.419.750.800;Sarcoptes scabiei;D012520
D12.125.481.700.374;Sarcosine;D012521
B01.043.075.189.250.750.750;Sarcocystis;D012522
C03.752.250.634;Sarcocystosis;D012523
D02.705.429.750.500;Sarin;D012524
Z01.107.567.176.858;Saskatchewan;D012525
B04.265.658;Satellite Viruses;D012526
F02.830.749;Satiation;D012527
